case_id,pdf_url,model,feature,predicted,evidence,latency_ms,error
23-4420,https://cdn.ca9.uscourts.gov/datastore/opinions/2026/01/20/23-4420.pdf,meta/llama-3.3-70b-instruct,asylum_requested,True,"Petitioner credibly testified that she suffered repeated beatings at the hands of her partner, Oscar, who was a gang member.",7054,
23-4420,https://cdn.ca9.uscourts.gov/datastore/opinions/2026/01/20/23-4420.pdf,meta/llama-3.3-70b-instruct,withholding_requested,True,"The panel granted in part and denied in part a petition for review of the Board of Immigration Appeals’ decision affirming the denial of asylum, withholding of removal, and protection under the Convention Against Torture, and remanded for further proceedings.",7054,
23-4420,https://cdn.ca9.uscourts.gov/datastore/opinions/2026/01/20/23-4420.pdf,meta/llama-3.3-70b-instruct,CAT_requested,True,The panel did not address Petitioners’ CAT claim because it was unexhausted.,7054,
23-4420,https://cdn.ca9.uscourts.gov/datastore/opinions/2026/01/20/23-4420.pdf,meta/llama-3.3-70b-instruct,protected_ground_political_opinion,False,Not mentioned in the opinion.,7054,
23-4420,https://cdn.ca9.uscourts.gov/datastore/opinions/2026/01/20/23-4420.pdf,meta/llama-3.3-70b-instruct,protected_ground_particular_social_group,False,Not mentioned in the opinion.,7054,
23-4420,https://cdn.ca9.uscourts.gov/datastore/opinions/2026/01/20/23-4420.pdf,meta/llama-3.3-70b-instruct,past_persecution_physical_violence,True,"Petitioner credibly testified that she suffered repeated beatings at the hands of her partner, Oscar, who was a gang member. During a particularly intense beating when Oscar was intoxicated, he stabbed Petitioner in the stomach.",7054,
23-4420,https://cdn.ca9.uscourts.gov/datastore/opinions/2026/01/20/23-4420.pdf,meta/llama-3.3-70b-instruct,past_persecution_death_threats,True,Petitioner testified that Oscar threatened to kill her if she tried to file a police report.,7054,
23-4420,https://cdn.ca9.uscourts.gov/datastore/opinions/2026/01/20/23-4420.pdf,meta/llama-3.3-70b-instruct,persecutor_government_actor,False,Not mentioned in the opinion.,7054,
23-4420,https://cdn.ca9.uscourts.gov/datastore/opinions/2026/01/20/23-4420.pdf,meta/llama-3.3-70b-instruct,credibility_credibility_finding,True,"The IJ found Guevara-Serrano’s testimony credible, and she testified that Oscar began to abuse her “because [she] was going to church . . . [a]nd he said [she] shouldn’t be doing that because that’s of the devil, so he started beating [her]” and “telling [her] not to go.”",7054,
23-4420,https://cdn.ca9.uscourts.gov/datastore/opinions/2026/01/20/23-4420.pdf,meta/llama-3.3-70b-instruct,bars_one_year_deadline_missed,False,Not mentioned in the opinion.,7054,
23-4420,https://cdn.ca9.uscourts.gov/datastore/opinions/2026/01/20/23-4420.pdf,deepseek-ai/deepseek-v4-flash,asylum_requested,True,"Petitioner credibly testified that she suffered repeated beatings at the hands of her partner, Oscar, who was a gang member.",28837,
23-4420,https://cdn.ca9.uscourts.gov/datastore/opinions/2026/01/20/23-4420.pdf,deepseek-ai/deepseek-v4-flash,withholding_requested,True,"We grant in part and deny in part the petition for review of the decision of the Board of Immigration Appeals ('BIA') affirming the denial by an immigration judge ('IJ') of their applications for asylum, withholding of removal, and relief under the Convention Against Torture ('CAT').",28837,
23-4420,https://cdn.ca9.uscourts.gov/datastore/opinions/2026/01/20/23-4420.pdf,deepseek-ai/deepseek-v4-flash,CAT_requested,True,We do not address Petitioners’ CAT claim because it is unexhausted.,28837,
23-4420,https://cdn.ca9.uscourts.gov/datastore/opinions/2026/01/20/23-4420.pdf,deepseek-ai/deepseek-v4-flash,protected_ground_political_opinion,False,Not mentioned in the opinion.,28837,
23-4420,https://cdn.ca9.uscourts.gov/datastore/opinions/2026/01/20/23-4420.pdf,deepseek-ai/deepseek-v4-flash,protected_ground_particular_social_group,False,Not mentioned in the opinion.,28837,
23-4420,https://cdn.ca9.uscourts.gov/datastore/opinions/2026/01/20/23-4420.pdf,deepseek-ai/deepseek-v4-flash,past_persecution_physical_violence,True,"During a particularly intense beating when Oscar was intoxicated, he stabbed Petitioner in the stomach.",28837,
23-4420,https://cdn.ca9.uscourts.gov/datastore/opinions/2026/01/20/23-4420.pdf,deepseek-ai/deepseek-v4-flash,past_persecution_death_threats,True,She testified that Oscar ... threatened to kill her if she tried to file a police report.,28837,
23-4420,https://cdn.ca9.uscourts.gov/datastore/opinions/2026/01/20/23-4420.pdf,deepseek-ai/deepseek-v4-flash,persecutor_government_actor,False,Not mentioned in the opinion.,28837,
23-4420,https://cdn.ca9.uscourts.gov/datastore/opinions/2026/01/20/23-4420.pdf,deepseek-ai/deepseek-v4-flash,credibility_credibility_finding,True,"Petitioner credibly testified that she suffered repeated beatings at the hands of her partner, Oscar, who was a gang member.",28837,
23-4420,https://cdn.ca9.uscourts.gov/datastore/opinions/2026/01/20/23-4420.pdf,deepseek-ai/deepseek-v4-flash,bars_one_year_deadline_missed,False,Not mentioned in the opinion.,28837,
23-4420,https://cdn.ca9.uscourts.gov/datastore/opinions/2026/01/20/23-4420.pdf,mistralai/mistral-large-3-675b-instruct-2512,asylum_requested,True,Petitioner credibly testified that she suffered repeated beatings at the hands of her partner who was a gang member.,392956,
23-4420,https://cdn.ca9.uscourts.gov/datastore/opinions/2026/01/20/23-4420.pdf,mistralai/mistral-large-3-675b-instruct-2512,withholding_requested,True,"Petitioners’ applications for asylum and withholding of removal, and relief under the Convention Against Torture ('CAT').",392956,
23-4420,https://cdn.ca9.uscourts.gov/datastore/opinions/2026/01/20/23-4420.pdf,mistralai/mistral-large-3-675b-instruct-2512,CAT_requested,True,"Petitioners’ applications for asylum, withholding of removal, and relief under the Convention Against Torture ('CAT').",392956,
23-4420,https://cdn.ca9.uscourts.gov/datastore/opinions/2026/01/20/23-4420.pdf,mistralai/mistral-large-3-675b-instruct-2512,protected_ground_political_opinion,False,Not mentioned in the opinion.,392956,
23-4420,https://cdn.ca9.uscourts.gov/datastore/opinions/2026/01/20/23-4420.pdf,mistralai/mistral-large-3-675b-instruct-2512,protected_ground_particular_social_group,False,Not mentioned in the opinion.,392956,
23-4420,https://cdn.ca9.uscourts.gov/datastore/opinions/2026/01/20/23-4420.pdf,mistralai/mistral-large-3-675b-instruct-2512,past_persecution_physical_violence,True,"During a particularly intense beating when Oscar was intoxicated, he stabbed Petitioner in the stomach.",392956,
23-4420,https://cdn.ca9.uscourts.gov/datastore/opinions/2026/01/20/23-4420.pdf,mistralai/mistral-large-3-675b-instruct-2512,past_persecution_death_threats,True,Oscar... threatened to kill her if she tried to file a police report.,392956,
23-4420,https://cdn.ca9.uscourts.gov/datastore/opinions/2026/01/20/23-4420.pdf,mistralai/mistral-large-3-675b-instruct-2512,persecutor_government_actor,False,Not mentioned in the opinion.,392956,
23-4420,https://cdn.ca9.uscourts.gov/datastore/opinions/2026/01/20/23-4420.pdf,mistralai/mistral-large-3-675b-instruct-2512,credibility_credibility_finding,True,"Petitioner credibly testified that she suffered repeated beatings at the hands of her partner, Oscar, who was a gang member.",392956,
23-4420,https://cdn.ca9.uscourts.gov/datastore/opinions/2026/01/20/23-4420.pdf,mistralai/mistral-large-3-675b-instruct-2512,bars_one_year_deadline_missed,False,Not mentioned in the opinion.,392956,
24-631,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/08/27/24-631.pdf,meta/llama-3.3-70b-instruct,asylum_requested,True,"Ibarra-Perez applied for asylum in Mexico. Mexico denied asylum but granted a one-year humanitarian visitor permit. To escape the threats and extortion in Mexico, Ibarra-Perez presented himself at the DeConcini Port of Entry in Nogales, Arizona in August 2019, seeking asylum in the United States.",24052,
24-631,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/08/27/24-631.pdf,meta/llama-3.3-70b-instruct,withholding_requested,True,"Ibarra-Perez filled out a pro se application for asylum, withholding of removal, and protection under the Convention Against Torture (CAT) on a Form I-589.",24052,
24-631,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/08/27/24-631.pdf,meta/llama-3.3-70b-instruct,CAT_requested,True,"Ibarra-Perez filled out a pro se application for asylum, withholding of removal, and protection under the Convention Against Torture (CAT) on a Form I-589.",24052,
24-631,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/08/27/24-631.pdf,meta/llama-3.3-70b-instruct,protected_ground_political_opinion,True,"Ibarra-Perez fled Cuba after two decades of beatings, surveillance, threats, and harassment because of his opposition to the Castro regime.",24052,
24-631,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/08/27/24-631.pdf,meta/llama-3.3-70b-instruct,protected_ground_particular_social_group,False,Not mentioned in the opinion.,24052,
24-631,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/08/27/24-631.pdf,meta/llama-3.3-70b-instruct,past_persecution_physical_violence,True,"Ibarra-Perez fled Cuba after two decades of beatings, surveillance, threats, and harassment because of his opposition to the Castro regime.",24052,
24-631,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/08/27/24-631.pdf,meta/llama-3.3-70b-instruct,past_persecution_death_threats,False,Not mentioned in the opinion.,24052,
24-631,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/08/27/24-631.pdf,meta/llama-3.3-70b-instruct,persecutor_government_actor,True,"Ibarra-Perez fled Cuba after two decades of beatings, surveillance, threats, and harassment because of his opposition to the Castro regime.",24052,
24-631,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/08/27/24-631.pdf,meta/llama-3.3-70b-instruct,credibility_credibility_finding,False,Not mentioned in the opinion.,24052,
24-631,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/08/27/24-631.pdf,meta/llama-3.3-70b-instruct,bars_one_year_deadline_missed,False,Not mentioned in the opinion.,24052,
24-631,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/08/27/24-631.pdf,deepseek-ai/deepseek-v4-flash,asylum_requested,True,"Ibarra-Perez filled out a pro se application for asylum, withholding of removal, and protection under the Convention Against Torture ('CAT') on a Form I-589.",36116,
24-631,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/08/27/24-631.pdf,deepseek-ai/deepseek-v4-flash,withholding_requested,True,"Ibarra-Perez filled out a pro se application for asylum, withholding of removal, and protection under the Convention Against Torture ('CAT') on a Form I-589.",36116,
24-631,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/08/27/24-631.pdf,deepseek-ai/deepseek-v4-flash,CAT_requested,True,"Ibarra-Perez filled out a pro se application for asylum, withholding of removal, and protection under the Convention Against Torture ('CAT') on a Form I-589.",36116,
24-631,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/08/27/24-631.pdf,deepseek-ai/deepseek-v4-flash,protected_ground_political_opinion,True,The IJ found that Ibarra-Perez had suffered past persecution in Cuba on account of his political opinion and granted him withholding of removal to Cuba.,36116,
24-631,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/08/27/24-631.pdf,deepseek-ai/deepseek-v4-flash,protected_ground_particular_social_group,False,Not mentioned in the opinion.,36116,
24-631,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/08/27/24-631.pdf,deepseek-ai/deepseek-v4-flash,past_persecution_physical_violence,True,"Ibarra-Perez fled Cuba after two decades of beatings, surveillance, threats, and harassment because of his opposition to the Castro regime.",36116,
24-631,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/08/27/24-631.pdf,deepseek-ai/deepseek-v4-flash,past_persecution_death_threats,False,Not mentioned in the opinion.,36116,
24-631,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/08/27/24-631.pdf,deepseek-ai/deepseek-v4-flash,persecutor_government_actor,True,"Ibarra-Perez fled Cuba after two decades of beatings, surveillance, threats, and harassment because of his opposition to the Castro regime.",36116,
24-631,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/08/27/24-631.pdf,deepseek-ai/deepseek-v4-flash,credibility_credibility_finding,False,Not mentioned in the opinion.,36116,
24-631,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/08/27/24-631.pdf,deepseek-ai/deepseek-v4-flash,bars_one_year_deadline_missed,False,Not mentioned in the opinion.,36116,
24-631,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/08/27/24-631.pdf,mistralai/mistral-large-3-675b-instruct-2512,asylum_requested,True,"Ibarra-Perez filled out a pro se application for asylum, withholding of removal, and protection under the Convention Against Torture (“CAT”) on a Form I-589.",87553,
24-631,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/08/27/24-631.pdf,mistralai/mistral-large-3-675b-instruct-2512,withholding_requested,True,"Ibarra-Perez filled out a pro se application for asylum, withholding of removal, and protection under the Convention Against Torture (“CAT”) on a Form I-589.",87553,
24-631,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/08/27/24-631.pdf,mistralai/mistral-large-3-675b-instruct-2512,CAT_requested,True,"Ibarra-Perez filled out a pro se application for asylum, withholding of removal, and protection under the Convention Against Torture (“CAT”) on a Form I-589.",87553,
24-631,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/08/27/24-631.pdf,mistralai/mistral-large-3-675b-instruct-2512,protected_ground_political_opinion,True,The IJ found that Ibarra-Perez had suffered past persecution in Cuba on account of his political opinion and granted him withholding of removal to Cuba.,87553,
24-631,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/08/27/24-631.pdf,mistralai/mistral-large-3-675b-instruct-2512,protected_ground_particular_social_group,False,Not mentioned in the opinion.,87553,
24-631,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/08/27/24-631.pdf,mistralai/mistral-large-3-675b-instruct-2512,past_persecution_physical_violence,True,"Ibarra-Perez fled Cuba after two decades of beatings, surveillance, threats, and harassment because of his opposition to the Castro regime.",87553,
24-631,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/08/27/24-631.pdf,mistralai/mistral-large-3-675b-instruct-2512,past_persecution_death_threats,True,"While in Mexico after his removal, Ibarra-Perez was recruited and threatened by gang members.",87553,
24-631,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/08/27/24-631.pdf,mistralai/mistral-large-3-675b-instruct-2512,persecutor_government_actor,True,"Ibarra-Perez fled Cuba after two decades of beatings, surveillance, threats, and harassment because of his opposition to the Castro regime.",87553,
24-631,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/08/27/24-631.pdf,mistralai/mistral-large-3-675b-instruct-2512,credibility_credibility_finding,False,Not mentioned in the opinion.,87553,
24-631,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/08/27/24-631.pdf,mistralai/mistral-large-3-675b-instruct-2512,bars_one_year_deadline_missed,False,Not mentioned in the opinion.,87553,
19-16487,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/07/06/19-16487.pdf,meta/llama-3.3-70b-instruct,asylum_requested,False,Not mentioned in the opinion.,6001,
19-16487,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/07/06/19-16487.pdf,meta/llama-3.3-70b-instruct,withholding_requested,False,Not mentioned in the opinion.,6001,
19-16487,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/07/06/19-16487.pdf,meta/llama-3.3-70b-instruct,CAT_requested,False,Not mentioned in the opinion.,6001,
19-16487,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/07/06/19-16487.pdf,meta/llama-3.3-70b-instruct,protected_ground_political_opinion,False,Not mentioned in the opinion.,6001,
19-16487,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/07/06/19-16487.pdf,meta/llama-3.3-70b-instruct,protected_ground_particular_social_group,False,Not mentioned in the opinion.,6001,
19-16487,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/07/06/19-16487.pdf,meta/llama-3.3-70b-instruct,past_persecution_physical_violence,False,Not mentioned in the opinion.,6001,
19-16487,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/07/06/19-16487.pdf,meta/llama-3.3-70b-instruct,past_persecution_death_threats,False,Not mentioned in the opinion.,6001,
19-16487,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/07/06/19-16487.pdf,meta/llama-3.3-70b-instruct,persecutor_government_actor,False,Not mentioned in the opinion.,6001,
19-16487,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/07/06/19-16487.pdf,meta/llama-3.3-70b-instruct,credibility_credibility_finding,False,Not mentioned in the opinion.,6001,
19-16487,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/07/06/19-16487.pdf,meta/llama-3.3-70b-instruct,bars_one_year_deadline_missed,False,Not mentioned in the opinion.,6001,
19-16487,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/07/06/19-16487.pdf,deepseek-ai/deepseek-v4-flash,asylum_requested,False,Not mentioned in the opinion.,145816,
19-16487,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/07/06/19-16487.pdf,deepseek-ai/deepseek-v4-flash,withholding_requested,False,Not mentioned in the opinion.,145816,
19-16487,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/07/06/19-16487.pdf,deepseek-ai/deepseek-v4-flash,CAT_requested,False,Not mentioned in the opinion.,145816,
19-16487,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/07/06/19-16487.pdf,deepseek-ai/deepseek-v4-flash,protected_ground_political_opinion,False,Not mentioned in the opinion.,145816,
19-16487,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/07/06/19-16487.pdf,deepseek-ai/deepseek-v4-flash,protected_ground_particular_social_group,False,Not mentioned in the opinion.,145816,
19-16487,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/07/06/19-16487.pdf,deepseek-ai/deepseek-v4-flash,past_persecution_physical_violence,False,Not mentioned in the opinion.,145816,
19-16487,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/07/06/19-16487.pdf,deepseek-ai/deepseek-v4-flash,past_persecution_death_threats,False,Not mentioned in the opinion.,145816,
19-16487,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/07/06/19-16487.pdf,deepseek-ai/deepseek-v4-flash,persecutor_government_actor,False,Not mentioned in the opinion.,145816,
19-16487,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/07/06/19-16487.pdf,deepseek-ai/deepseek-v4-flash,credibility_credibility_finding,False,Not mentioned in the opinion.,145816,
19-16487,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/07/06/19-16487.pdf,deepseek-ai/deepseek-v4-flash,bars_one_year_deadline_missed,False,Not mentioned in the opinion.,145816,
19-16487,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/07/06/19-16487.pdf,mistralai/mistral-large-3-675b-instruct-2512,asylum_requested,False,Not mentioned in the opinion.,107233,
19-16487,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/07/06/19-16487.pdf,mistralai/mistral-large-3-675b-instruct-2512,withholding_requested,False,Not mentioned in the opinion.,107233,
19-16487,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/07/06/19-16487.pdf,mistralai/mistral-large-3-675b-instruct-2512,CAT_requested,False,Not mentioned in the opinion.,107233,
19-16487,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/07/06/19-16487.pdf,mistralai/mistral-large-3-675b-instruct-2512,protected_ground_political_opinion,False,Not mentioned in the opinion.,107233,
19-16487,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/07/06/19-16487.pdf,mistralai/mistral-large-3-675b-instruct-2512,protected_ground_particular_social_group,False,Not mentioned in the opinion.,107233,
19-16487,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/07/06/19-16487.pdf,mistralai/mistral-large-3-675b-instruct-2512,past_persecution_physical_violence,False,Not mentioned in the opinion.,107233,
19-16487,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/07/06/19-16487.pdf,mistralai/mistral-large-3-675b-instruct-2512,past_persecution_death_threats,False,Not mentioned in the opinion.,107233,
19-16487,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/07/06/19-16487.pdf,mistralai/mistral-large-3-675b-instruct-2512,persecutor_government_actor,False,Not mentioned in the opinion.,107233,
19-16487,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/07/06/19-16487.pdf,mistralai/mistral-large-3-675b-instruct-2512,credibility_credibility_finding,False,Not mentioned in the opinion.,107233,
19-16487,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/07/06/19-16487.pdf,mistralai/mistral-large-3-675b-instruct-2512,bars_one_year_deadline_missed,False,Not mentioned in the opinion.,107233,
25-2581,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/07/18/25-2581.pdf,meta/llama-3.3-70b-instruct,asylum_requested,False,Not mentioned in the opinion.,6478,
25-2581,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/07/18/25-2581.pdf,meta/llama-3.3-70b-instruct,withholding_requested,False,Not mentioned in the opinion.,6478,
25-2581,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/07/18/25-2581.pdf,meta/llama-3.3-70b-instruct,CAT_requested,False,Not mentioned in the opinion.,6478,
25-2581,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/07/18/25-2581.pdf,meta/llama-3.3-70b-instruct,protected_ground_political_opinion,False,Not mentioned in the opinion.,6478,
25-2581,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/07/18/25-2581.pdf,meta/llama-3.3-70b-instruct,protected_ground_particular_social_group,False,Not mentioned in the opinion.,6478,
25-2581,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/07/18/25-2581.pdf,meta/llama-3.3-70b-instruct,past_persecution_physical_violence,False,Not mentioned in the opinion.,6478,
25-2581,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/07/18/25-2581.pdf,meta/llama-3.3-70b-instruct,past_persecution_death_threats,False,Not mentioned in the opinion.,6478,
25-2581,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/07/18/25-2581.pdf,meta/llama-3.3-70b-instruct,persecutor_government_actor,False,Not mentioned in the opinion.,6478,
25-2581,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/07/18/25-2581.pdf,meta/llama-3.3-70b-instruct,credibility_credibility_finding,False,Not mentioned in the opinion.,6478,
25-2581,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/07/18/25-2581.pdf,meta/llama-3.3-70b-instruct,bars_one_year_deadline_missed,False,Not mentioned in the opinion.,6478,
25-2581,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/07/18/25-2581.pdf,deepseek-ai/deepseek-v4-flash,asylum_requested,False,Not mentioned in the opinion.,12615,
25-2581,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/07/18/25-2581.pdf,deepseek-ai/deepseek-v4-flash,withholding_requested,False,Not mentioned in the opinion.,12615,
25-2581,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/07/18/25-2581.pdf,deepseek-ai/deepseek-v4-flash,CAT_requested,False,Not mentioned in the opinion.,12615,
25-2581,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/07/18/25-2581.pdf,deepseek-ai/deepseek-v4-flash,protected_ground_political_opinion,False,Not mentioned in the opinion.,12615,
25-2581,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/07/18/25-2581.pdf,deepseek-ai/deepseek-v4-flash,protected_ground_particular_social_group,False,Not mentioned in the opinion.,12615,
25-2581,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/07/18/25-2581.pdf,deepseek-ai/deepseek-v4-flash,past_persecution_physical_violence,False,Not mentioned in the opinion.,12615,
25-2581,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/07/18/25-2581.pdf,deepseek-ai/deepseek-v4-flash,past_persecution_death_threats,False,Not mentioned in the opinion.,12615,
25-2581,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/07/18/25-2581.pdf,deepseek-ai/deepseek-v4-flash,persecutor_government_actor,False,Not mentioned in the opinion.,12615,
25-2581,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/07/18/25-2581.pdf,deepseek-ai/deepseek-v4-flash,credibility_credibility_finding,False,Not mentioned in the opinion.,12615,
25-2581,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/07/18/25-2581.pdf,deepseek-ai/deepseek-v4-flash,bars_one_year_deadline_missed,False,Not mentioned in the opinion.,12615,
25-2581,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/07/18/25-2581.pdf,mistralai/mistral-large-3-675b-instruct-2512,asylum_requested,False,Not mentioned in the opinion.,82797,
25-2581,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/07/18/25-2581.pdf,mistralai/mistral-large-3-675b-instruct-2512,withholding_requested,False,Not mentioned in the opinion.,82797,
25-2581,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/07/18/25-2581.pdf,mistralai/mistral-large-3-675b-instruct-2512,CAT_requested,False,Not mentioned in the opinion.,82797,
25-2581,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/07/18/25-2581.pdf,mistralai/mistral-large-3-675b-instruct-2512,protected_ground_political_opinion,False,Not mentioned in the opinion.,82797,
25-2581,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/07/18/25-2581.pdf,mistralai/mistral-large-3-675b-instruct-2512,protected_ground_particular_social_group,False,Not mentioned in the opinion.,82797,
25-2581,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/07/18/25-2581.pdf,mistralai/mistral-large-3-675b-instruct-2512,past_persecution_physical_violence,False,Not mentioned in the opinion.,82797,
25-2581,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/07/18/25-2581.pdf,mistralai/mistral-large-3-675b-instruct-2512,past_persecution_death_threats,False,Not mentioned in the opinion.,82797,
25-2581,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/07/18/25-2581.pdf,mistralai/mistral-large-3-675b-instruct-2512,persecutor_government_actor,False,Not mentioned in the opinion.,82797,
25-2581,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/07/18/25-2581.pdf,mistralai/mistral-large-3-675b-instruct-2512,credibility_credibility_finding,False,Not mentioned in the opinion.,82797,
25-2581,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/07/18/25-2581.pdf,mistralai/mistral-large-3-675b-instruct-2512,bars_one_year_deadline_missed,False,Not mentioned in the opinion.,82797,
18-17274,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/03/24/18-17274.pdf,meta/llama-3.3-70b-instruct,asylum_requested,True,The Organizations contend we must affirm the preliminary injunction because the published motions panel order denying a stay of the injunction pending appeal controls our decision on the merits of the preliminary injunction appeal.,16494,
18-17274,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/03/24/18-17274.pdf,meta/llama-3.3-70b-instruct,withholding_requested,False,Not mentioned in the opinion.,16494,
18-17274,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/03/24/18-17274.pdf,meta/llama-3.3-70b-instruct,CAT_requested,False,Not mentioned in the opinion.,16494,
18-17274,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/03/24/18-17274.pdf,meta/llama-3.3-70b-instruct,protected_ground_political_opinion,False,Not mentioned in the opinion.,16494,
18-17274,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/03/24/18-17274.pdf,meta/llama-3.3-70b-instruct,protected_ground_particular_social_group,False,Not mentioned in the opinion.,16494,
18-17274,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/03/24/18-17274.pdf,meta/llama-3.3-70b-instruct,past_persecution_physical_violence,False,Not mentioned in the opinion.,16494,
18-17274,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/03/24/18-17274.pdf,meta/llama-3.3-70b-instruct,past_persecution_death_threats,False,Not mentioned in the opinion.,16494,
18-17274,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/03/24/18-17274.pdf,meta/llama-3.3-70b-instruct,persecutor_government_actor,False,Not mentioned in the opinion.,16494,
18-17274,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/03/24/18-17274.pdf,meta/llama-3.3-70b-instruct,credibility_credibility_finding,False,Not mentioned in the opinion.,16494,
18-17274,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/03/24/18-17274.pdf,meta/llama-3.3-70b-instruct,bars_one_year_deadline_missed,False,Not mentioned in the opinion.,16494,
